Track_ID,Main_Field,Sub_Track,Difficulty_Level,Avg_Salary_USD,Required_Skills,Programming_Languages,Learning_Time_Months,Job_Demand_Score,Certification_Recommended,Tools_Used,Industry_Using_It,Remote_Friendly,Growth_Rate_Percentage,Country_Demand,Gender,Age
617,Cloud Computing,Azure Engineer,Beginner," $136,055.00 ","Problem Solving, TensorFlow, APIs","Java, Kotlin",14,80,Oracle DBA,"VS Code, Jira, TensorFlow",Healthcare,No,1.56,UK,Male,45
618,DevOps,CI/CD,Advanced," $98,557.00 ","APIs, Problem Solving, Docker","Go, Kotlin",9,62,Google Data Engineer,"Jira, Git, Kubernetes",Finance,Yes,10.36,UK,Female,47
619,Machine Learning,Deep Learning,Intermediate," $136,038.00 ","Linux, Kubernetes, Docker","Python, Go",22,68,Kubernetes CKA,"Unity, Jira, Postman",Finance,No,3.79,Egypt,Male,26
620,Cybersecurity,Forensics,Advanced," $71,337.00 ","Networks, Cloud, Cybersecurity","Rust, Swift",10,56,Azure Administrator,"PyTorch, TensorFlow, MySQL",Manufacturing,No,4.49,USA,Male,56
621,UI/UX,UX Researcher,Beginner," $170,576.00 ","Problem Solving, Docker, TensorFlow","Kotlin, Go",25,40,Azure Administrator,"Git, TensorFlow, MongoDB",Tech,No,5.12,France,Female,48
622,Robotics,Control Systems,Intermediate," $154,598.00 ","Data Structures, Docker, Cloud","MATLAB, Java",14,83,Kubernetes CKA,"Unity, MySQL, Git",Manufacturing,No,8.87,USA,Female,38
623,Web Development,Full Stack,Intermediate," $121,554.00 ","PyTorch, Linux, TensorFlow","MATLAB, C#",12,96,Kubernetes CKA,"TensorFlow, Docker, VS Code",Education,No,11.26,UAE,Male,51
624,Data Science,Big Data,Advanced," $101,035.00 ","Kubernetes, TensorFlow, APIs","Rust, JavaScript",20,95,TensorFlow Developer,"Docker, VS Code, Git",Healthcare,Yes,10.76,Egypt,Female,48
625,Cybersecurity,Forensics,Beginner," $174,393.00 ","Algorithms, Cybersecurity, PyTorch","Python, SQL",6,27,Kubernetes CKA,"Jira, MongoDB, MySQL",Education,No,10.56,Egypt,Male,42
626,Game Development,Unity Developer,Beginner," $163,053.00 ","Systems Design, Algorithms, Linux","JavaScript, SQL",24,49,TensorFlow Developer,"VS Code, Unity, Docker",Finance,No,4.2,India,Female,29
627,Blockchain,Web3 Developer,Intermediate," $106,262.00 ","Networks, Cybersecurity, TensorFlow","C#, C++",21,37,None,"MySQL, Jira, VS Code",Healthcare,No,2.7,UAE,Male,18
628,Database Engineering,DBA,Beginner," $43,744.00 ","Networks, Linux, Systems Design","Python, Go",19,38,Google Data Engineer,"Docker, PyTorch, Jira",Manufacturing,Yes,7.76,UAE,Female,39
629,Game Development,Game Designer,Intermediate," $139,239.00 ","TensorFlow, Data Structures, APIs","Go, Python",21,95,TensorFlow Developer,"PyTorch, Jira, Postman",Retail,Yes,2.34,UK,Male,57
630,IT Support,Helpdesk,Beginner," $101,350.00 ","Data Structures, PyTorch, Problem Solving","Swift, Python",3,82,Google Data Engineer,"Unity, TensorFlow, MongoDB",Healthcare,No,8.28,Germany,Male,54
631,Robotics,Robot Design,Advanced," $154,889.00 ","Cloud, TensorFlow, APIs","JavaScript, Go",3,70,TensorFlow Developer,"Git, MySQL, MongoDB",Finance,No,7.73,India,Male,18
632,Machine Learning,Reinforcement Learning,Intermediate," $114,637.00 ","APIs, PyTorch, Kubernetes","JavaScript, MATLAB",19,70,TensorFlow Developer,"Kubernetes, PyTorch, Jira",Manufacturing,Yes,11.09,Germany,Female,18
633,DevOps,Automation,Intermediate," $145,848.00 ","APIs, Cybersecurity, Linux","JavaScript, Go",29,22,TensorFlow Developer,"VS Code, MySQL, Git",Healthcare,Yes,9.1,Canada,Male,59
634,Cybersecurity,Penetration Testing,Intermediate," $100,058.00 ","TensorFlow, PyTorch, Kubernetes","Rust, C++",3,57,Kubernetes CKA,"Postman, Jira, Unity",Tech,No,10.2,India,Male,59
635,Machine Learning,Deep Learning,Beginner," $62,785.00 ","Algorithms, Linux, Problem Solving","Go, C#",18,60,TensorFlow Developer,"TensorFlow, MySQL, Kubernetes",Tech,Yes,5.93,Egypt,Female,38
636,Artificial Intelligence,NLP,Advanced," $42,282.00 ","Kubernetes, Docker, Data Structures","Java, C++",2,74,None,"PyTorch, Jira, MongoDB",Healthcare,No,7.56,France,Female,32
637,Artificial Intelligence,Robotics AI,Intermediate," $114,964.00 ","Problem Solving, APIs, Networks","Python, C#",32,44,Oracle DBA,"MongoDB, MySQL, Kubernetes",Tech,Yes,9.16,Australia,Male,34
638,Embedded Systems,Microcontrollers,Intermediate," $78,392.00 ","TensorFlow, Systems Design, Linux","C#, Java",29,40,Oracle DBA,"PyTorch, MySQL, Docker",Tech,Yes,8.77,UAE,Male,39
639,Robotics,Autonomous Systems,Advanced," $161,251.00 ","Networks, APIs, Kubernetes","Python, Rust",10,72,AWS Solutions Architect,"TensorFlow, VS Code, Docker",Tech,No,10.55,Canada,Female,55
640,Embedded Systems,Firmware Engineer,Advanced," $102,493.00 ","Cybersecurity, Cloud, Linux","Go, Kotlin",35,51,Google Data Engineer,"PyTorch, Jira, VS Code",Tech,No,10.14,Australia,Female,52
641,Blockchain,Smart Contracts,Beginner," $119,003.00 ","Docker, Data Structures, Kubernetes","JavaScript, Kotlin",16,60,CEH,"Jira, Git, VS Code",Manufacturing,Yes,6.03,UAE,Female,33
642,Cloud Computing,Azure Engineer,Intermediate," $122,279.00 ","Systems Design, Cloud, Docker","MATLAB, Go",12,67,AWS Solutions Architect,"PyTorch, Jira, TensorFlow",Manufacturing,Yes,1.63,UK,Female,25
643,Data Science,NLP,Beginner," $106,677.00 ","Cybersecurity, PyTorch, Linux","Go, Swift",34,43,TensorFlow Developer,"MongoDB, TensorFlow, Git",Education,No,5.43,India,Female,34
644,Robotics,Autonomous Systems,Advanced," $108,803.00 ","Docker, Algorithms, Cloud","SQL, Kotlin",2,84,Kubernetes CKA,"PyTorch, VS Code, Git",Retail,Yes,11.44,USA,Male,34
645,Artificial Intelligence,AI Research,Intermediate," $157,961.00 ","Kubernetes, Docker, APIs","SQL, Java",19,54,Google Data Engineer,"Docker, Jira, VS Code",Education,Yes,5.08,India,Female,43
646,UI/UX,UX Researcher,Beginner," $134,333.00 ","APIs, TensorFlow, Cybersecurity","C#, SQL",12,68,Oracle DBA,"Unity, Kubernetes, Git",Finance,No,2.56,Canada,Male,30
647,Networking,Network Admin,Intermediate," $179,839.00 ","PyTorch, APIs, Kubernetes","MATLAB, Python",6,27,Azure Administrator,"Kubernetes, Docker, VS Code",Finance,Yes,5.33,Canada,Male,34
648,Robotics,Control Systems,Intermediate," $131,575.00 ","Cloud, Problem Solving, Cybersecurity","Go, C++",13,84,None,"PyTorch, Jira, Postman",Healthcare,Yes,2.61,France,Male,55
649,Cloud Computing,Cloud Support,Beginner," $45,744.00 ","Data Structures, PyTorch, Problem Solving","Go, Kotlin",6,49,TensorFlow Developer,"MySQL, Unity, TensorFlow",Education,No,1.79,UK,Female,34
650,Cloud Computing,GCP Engineer,Advanced," $138,746.00 ","Cloud, PyTorch, APIs","MATLAB, Swift",4,94,CEH,"Postman, Git, VS Code",Tech,Yes,2.93,Egypt,Male,31
651,Machine Learning,Deep Learning,Intermediate," $47,597.00 ","Data Structures, PyTorch, Cloud","C#, C++",28,70,TensorFlow Developer,"Kubernetes, VS Code, Git",Retail,Yes,1.75,Germany,Male,23
652,Embedded Systems,IoT Developer,Advanced," $160,956.00 ","Kubernetes, PyTorch, Linux","C#, JavaScript",16,49,Azure Administrator,"Git, MongoDB, Unity",Education,Yes,2.87,Germany,Female,52
653,Game Development,Unreal Developer,Intermediate," $173,241.00 ","Systems Design, Cybersecurity, PyTorch","Rust, Python",24,25,CEH,"MongoDB, MySQL, Kubernetes",Healthcare,No,7.83,USA,Male,31
654,Artificial Intelligence,Robotics AI,Advanced," $177,416.00 ","Linux, Systems Design, Networks","SQL, C#",30,96,Oracle DBA,"Docker, Jira, TensorFlow",Healthcare,No,7.87,India,Male,25
655,Cybersecurity,Network Security,Intermediate," $111,155.00 ","Networks, Algorithms, Systems Design","Go, C#",18,41,None,"Git, MongoDB, Kubernetes",Retail,Yes,7.18,UAE,Female,32
656,IT Support,Technical Support,Intermediate," $174,308.00 ","Cloud, Linux, Algorithms","JavaScript, C++",14,53,None,"MySQL, MongoDB, VS Code",Tech,No,3.27,Germany,Male,44
657,Game Development,Game Designer,Beginner," $126,836.00 ","Docker, Kubernetes, Networks","C#, JavaScript",24,70,Oracle DBA,"Postman, TensorFlow, Git",Tech,No,5.24,USA,Male,30
658,Artificial Intelligence,AI Research,Intermediate," $166,060.00 ","Data Structures, TensorFlow, Docker","C#, Python",22,65,TensorFlow Developer,"Postman, Unity, Docker",Education,Yes,8.61,Germany,Male,48
659,Mobile Development,iOS,Beginner," $40,138.00 ","Docker, Networks, Cybersecurity","Go, Java",5,20,Oracle DBA,"MongoDB, Unity, PyTorch",Tech,Yes,7.59,Australia,Female,52
660,IT Support,Technical Support,Intermediate," $121,532.00 ","Algorithms, APIs, Systems Design","Rust, Go",14,30,Google Data Engineer,"PyTorch, Kubernetes, VS Code",Education,No,3.68,Australia,Female,23
661,IT Support,Helpdesk,Intermediate," $95,568.00 ","Linux, Kubernetes, PyTorch","SQL, Java",19,43,AWS Solutions Architect,"Git, TensorFlow, Unity",Education,No,8.02,USA,Female,22
662,Artificial Intelligence,Robotics AI,Intermediate," $117,988.00 ","Cybersecurity, Linux, Networks","JavaScript, Python",22,27,Oracle DBA,"PyTorch, Git, MySQL",Education,Yes,1.91,Germany,Male,39
663,Cloud Computing,Azure Engineer,Intermediate," $130,768.00 ","Data Structures, Cloud, Networks","JavaScript, SQL",20,83,CCNA,"PyTorch, Git, Unity",Manufacturing,Yes,7.73,Germany,Male,40
664,Machine Learning,Reinforcement Learning,Advanced," $66,421.00 ","Docker, Problem Solving, Linux","MATLAB, Go",13,40,None,"MySQL, Docker, Kubernetes",Retail,Yes,9.33,Germany,Female,42
665,UI/UX,UI Designer,Advanced," $66,086.00 ","Linux, PyTorch, Cloud","MATLAB, C#",29,24,Kubernetes CKA,"VS Code, PyTorch, MySQL",Tech,Yes,9.84,Egypt,Male,51
666,Game Development,Unity Developer,Beginner," $86,099.00 ","TensorFlow, Cloud, APIs","Swift, MATLAB",13,89,CEH,"Unity, Git, TensorFlow",Retail,Yes,3.06,UK,Male,43
667,UI/UX,UX Researcher,Advanced," $165,074.00 ","TensorFlow, Systems Design, Cybersecurity","Java, MATLAB",27,67,Azure Administrator,"Git, MongoDB, VS Code",Retail,Yes,2.48,Germany,Female,22
668,Mobile Development,iOS,Beginner," $135,071.00 ","Problem Solving, Docker, Networks","Kotlin, C#",7,74,CEH,"Postman, Jira, VS Code",Finance,Yes,5.44,UAE,Female,43
669,Cloud Computing,Cloud Support,Beginner," $112,805.00 ","Networks, Docker, PyTorch","Java, Swift",12,52,CCNA,"TensorFlow, MongoDB, Unity",Healthcare,No,7.41,Egypt,Male,37
670,Database Engineering,DBA,Advanced," $42,454.00 ","Data Structures, Kubernetes, APIs","C++, SQL",16,46,CCNA,"Jira, VS Code, Kubernetes",Tech,No,6.87,Germany,Male,23
671,Blockchain,Smart Contracts,Beginner," $108,344.00 ","TensorFlow, Cloud, Docker","MATLAB, Go",18,70,Google Data Engineer,"MySQL, Jira, Kubernetes",Healthcare,Yes,10.89,India,Male,23
672,Robotics,Autonomous Systems,Advanced," $58,354.00 ","APIs, Data Structures, Kubernetes","Java, JavaScript",5,26,CEH,"Kubernetes, PyTorch, TensorFlow",Tech,No,11.54,Egypt,Female,35
673,Game Development,Game Designer,Beginner," $165,438.00 ","Data Structures, Kubernetes, Algorithms","Java, C#",10,91,CEH,"Docker, MongoDB, TensorFlow",Tech,No,10.47,UAE,Female,21
674,Data Science,NLP,Advanced," $48,016.00 ","Cloud, Kubernetes, APIs","Go, MATLAB",18,91,Azure Administrator,"Postman, Docker, Jira",Finance,Yes,2.16,Australia,Female,34
675,Web Development,Frontend,Advanced," $61,826.00 ","Data Structures, TensorFlow, Kubernetes","Swift, Go",6,32,CEH,"TensorFlow, Git, Jira",Finance,No,11.7,Australia,Female,31
676,Database Engineering,DBA,Beginner," $130,102.00 ","APIs, Data Structures, TensorFlow","Python, Kotlin",17,41,Oracle DBA,"PyTorch, Postman, Unity",Tech,No,8.72,Canada,Male,31
677,Blockchain,Web3 Developer,Intermediate," $158,325.00 ","Kubernetes, Docker, Data Structures","MATLAB, SQL",11,61,Google Data Engineer,"MySQL, MongoDB, Unity",Education,No,8.14,Egypt,Female,30
678,Blockchain,Web3 Developer,Beginner," $40,276.00 ","Data Structures, APIs, Problem Solving","Go, JavaScript",17,95,Kubernetes CKA,"VS Code, MongoDB, Git",Manufacturing,No,9.95,Canada,Female,24
679,IT Support,Technical Support,Intermediate," $92,887.00 ","Linux, TensorFlow, Networks","MATLAB, C#",31,76,None,"Unity, Kubernetes, Docker",Education,Yes,9.83,UK,Female,32
680,Machine Learning,Reinforcement Learning,Beginner," $67,810.00 ","Cloud, APIs, PyTorch","SQL, Swift",20,27,None,"Docker, Git, Jira",Healthcare,Yes,11.94,UK,Female,36
681,DevOps,Cloud DevOps,Advanced," $166,439.00 ","Algorithms, APIs, Problem Solving","C#, Rust",8,49,CCNA,"Git, MongoDB, TensorFlow",Tech,No,1.65,USA,Female,60
682,Artificial Intelligence,Computer Vision,Advanced," $106,624.00 ","Problem Solving, Networks, Docker","SQL, Rust",26,56,Azure Administrator,"Kubernetes, PyTorch, Unity",Manufacturing,Yes,9.27,India,Male,52
683,Cloud Computing,GCP Engineer,Intermediate," $160,356.00 ","APIs, Cybersecurity, Cloud","Python, C++",14,27,TensorFlow Developer,"Jira, Unity, PyTorch",Education,No,9.57,Germany,Male,34
684,Game Development,Game Designer,Advanced," $178,367.00 ","Linux, Systems Design, Kubernetes","Go, Java",10,20,AWS Solutions Architect,"Git, MongoDB, TensorFlow",Manufacturing,Yes,10.38,Egypt,Female,52
685,Mobile Development,iOS,Advanced," $115,969.00 ","Docker, APIs, Networks","MATLAB, Kotlin",24,28,CCNA,"VS Code, Git, PyTorch",Manufacturing,No,9.09,France,Male,36
686,DevOps,Cloud DevOps,Beginner," $88,511.00 ","Cloud, TensorFlow, Data Structures","C++, Kotlin",5,49,None,"Postman, MongoDB, TensorFlow",Healthcare,Yes,1.76,India,Female,37
687,Cloud Computing,Azure Engineer,Beginner," $59,810.00 ","APIs, Algorithms, TensorFlow","Rust, C++",9,22,Google Data Engineer,"Postman, MongoDB, MySQL",Finance,Yes,8.14,India,Female,53
688,Mobile Development,iOS,Beginner," $101,388.00 ","PyTorch, Systems Design, Cybersecurity","C++, SQL",33,53,Azure Administrator,"MySQL, Jira, MongoDB",Tech,No,1.56,Egypt,Male,52
689,DevOps,Automation,Advanced," $62,031.00 ","Kubernetes, Cybersecurity, Systems Design","Java, MATLAB",3,59,Azure Administrator,"Git, PyTorch, VS Code",Finance,No,2.69,India,Male,49
690,UI/UX,UI Designer,Intermediate," $129,833.00 ","Algorithms, Cybersecurity, Problem Solving","Go, MATLAB",17,79,Azure Administrator,"MongoDB, PyTorch, Kubernetes",Manufacturing,Yes,3.02,Germany,Female,57
691,DevOps,CI/CD,Intermediate," $156,185.00 ","Linux, Networks, TensorFlow","Python, Java",14,75,Google Data Engineer,"TensorFlow, VS Code, Kubernetes",Retail,Yes,4.6,Canada,Female,41
692,Networking,Network Admin,Advanced," $140,859.00 ","TensorFlow, Cloud, Linux","Python, JavaScript",35,58,Kubernetes CKA,"Docker, VS Code, PyTorch",Retail,Yes,5.71,Australia,Female,34
693,Robotics,Control Systems,Beginner," $163,853.00 ","Cloud, Cybersecurity, Docker","Swift, C#",28,72,Kubernetes CKA,"Jira, VS Code, PyTorch",Education,Yes,10.34,Germany,Male,24
694,Cybersecurity,Network Security,Advanced," $169,936.00 ","Problem Solving, Cloud, TensorFlow","Swift, SQL",31,72,Google Data Engineer,"Jira, TensorFlow, Postman",Finance,No,1.85,Germany,Female,60
695,Cloud Computing,Cloud Support,Intermediate," $162,258.00 ","Algorithms, Docker, Cybersecurity","C++, Swift",20,76,Kubernetes CKA,"Git, PyTorch, Kubernetes",Tech,Yes,9.48,UAE,Female,18
696,Networking,Network Admin,Intermediate," $56,566.00 ","Data Structures, Problem Solving, Algorithms","MATLAB, Java",24,51,Kubernetes CKA,"Git, VS Code, Kubernetes",Education,No,6.22,France,Female,52
697,Mobile Development,Android,Beginner," $129,571.00 ","Systems Design, Cloud, Docker","Swift, Kotlin",9,73,None,"VS Code, Kubernetes, Postman",Manufacturing,No,2.25,USA,Male,49
698,DevOps,Automation,Advanced," $40,159.00 ","APIs, Data Structures, Algorithms","Java, MATLAB",15,69,TensorFlow Developer,"Git, Unity, TensorFlow",Retail,Yes,9,Australia,Female,53
699,Database Engineering,Data Modeling,Beginner," $147,507.00 ","Linux, Systems Design, Kubernetes","MATLAB, Rust",25,98,TensorFlow Developer,"VS Code, Git, Postman",Manufacturing,Yes,7.3,UAE,Female,30
700,Cloud Computing,GCP Engineer,Intermediate," $161,534.00 ","Cybersecurity, Networks, Kubernetes","Go, MATLAB",5,96,Kubernetes CKA,"VS Code, Postman, MongoDB",Finance,No,11.13,Germany,Male,23
701,Game Development,Unreal Developer,Beginner," $96,071.00 ","Kubernetes, APIs, TensorFlow","Go, Swift",19,31,None,"VS Code, TensorFlow, PyTorch",Finance,Yes,6.72,USA,Female,31
702,Cybersecurity,Forensics,Intermediate," $86,154.00 ","Problem Solving, Docker, PyTorch","MATLAB, SQL",13,68,TensorFlow Developer,"Unity, Postman, VS Code",Healthcare,Yes,4.83,India,Female,54
703,DevOps,Cloud DevOps,Advanced," $94,238.00 ","APIs, Docker, TensorFlow","SQL, C#",30,45,Azure Administrator,"MySQL, Kubernetes, Postman",Tech,No,9.01,Canada,Male,32
704,Cloud Computing,Cloud Support,Beginner," $66,917.00 ","Cloud, Kubernetes, Problem Solving","C++, C#",18,69,AWS Solutions Architect,"MongoDB, VS Code, Docker",Healthcare,No,6.4,USA,Female,21
705,Networking,Systems Admin,Intermediate," $120,811.00 ","Linux, Cloud, Cybersecurity","C#, Python",30,47,None,"MongoDB, Docker, VS Code",Tech,Yes,2.57,USA,Male,57
706,Robotics,Robot Design,Intermediate," $59,008.00 ","Cloud, Docker, TensorFlow","Go, C++",20,28,TensorFlow Developer,"Jira, Kubernetes, VS Code",Education,No,10.35,India,Male,33
707,Cloud Computing,GCP Engineer,Beginner," $176,643.00 ","Networks, Docker, Problem Solving","Rust, Kotlin",19,34,CEH,"Git, Docker, PyTorch",Healthcare,Yes,11.4,Egypt,Female,45
708,Mobile Development,Cross-platform,Advanced," $131,218.00 ","Systems Design, PyTorch, Cybersecurity","Swift, C++",7,75,AWS Solutions Architect,"Docker, Kubernetes, MySQL",Manufacturing,No,11.62,UAE,Female,33
709,Networking,Systems Admin,Beginner," $72,441.00 ","TensorFlow, Algorithms, Kubernetes","Go, SQL",24,48,Oracle DBA,"Jira, PyTorch, MySQL",Retail,No,5.57,India,Female,21
710,Web Development,Backend,Beginner," $132,122.00 ","Systems Design, Linux, Algorithms","Java, Go",26,74,Azure Administrator,"Unity, Postman, MySQL",Manufacturing,No,1.55,France,Female,43
711,Game Development,Game Designer,Intermediate," $134,230.00 ","TensorFlow, Algorithms, Cloud","Rust, C#",22,40,Google Data Engineer,"Jira, Postman, TensorFlow",Retail,No,10.69,Australia,Male,45
712,Game Development,Game Designer,Intermediate," $69,796.00 ","TensorFlow, Algorithms, Linux","C++, Kotlin",34,43,CEH,"TensorFlow, Postman, Jira",Manufacturing,No,9.49,Germany,Female,49
713,Data Science,Big Data,Advanced," $160,592.00 ","PyTorch, Linux, TensorFlow","Rust, Kotlin",5,66,Kubernetes CKA,"Kubernetes, MySQL, PyTorch",Tech,Yes,11.41,Germany,Male,19
714,UI/UX,UX Researcher,Advanced," $118,356.00 ","Docker, Systems Design, Data Structures","SQL, Java",21,31,Kubernetes CKA,"MongoDB, PyTorch, Kubernetes",Manufacturing,No,11.99,India,Female,48
715,Cybersecurity,Forensics,Advanced," $85,968.00 ","Algorithms, Kubernetes, PyTorch","MATLAB, Go",29,60,Azure Administrator,"Kubernetes, VS Code, Docker",Manufacturing,No,6.5,UK,Female,20
716,Database Engineering,Data Modeling,Advanced," $107,055.00 ","TensorFlow, Cybersecurity, Linux","Kotlin, Python",19,97,AWS Solutions Architect,"Jira, TensorFlow, Git",Manufacturing,Yes,9.59,USA,Female,25
717,Artificial Intelligence,Robotics AI,Advanced," $94,120.00 ","APIs, Problem Solving, Cybersecurity","C#, SQL",8,32,Azure Administrator,"Git, Jira, Kubernetes",Retail,No,5.87,Egypt,Male,41
718,Game Development,Unity Developer,Intermediate," $151,715.00 ","Cybersecurity, APIs, Problem Solving","Java, Rust",32,21,CEH,"Kubernetes, TensorFlow, Git",Healthcare,Yes,3.73,India,Female,32
719,Robotics,Robot Design,Beginner," $60,808.00 ","Docker, Networks, Cloud","MATLAB, SQL",12,73,None,"PyTorch, TensorFlow, Postman",Healthcare,Yes,10.74,Canada,Female,60
720,Web Development,Frontend,Intermediate," $116,396.00 ","Systems Design, PyTorch, Linux","Rust, SQL",24,64,AWS Solutions Architect,"PyTorch, TensorFlow, Unity",Tech,No,1.88,India,Female,48
721,Embedded Systems,IoT Developer,Intermediate," $125,896.00 ","Networks, Systems Design, Docker","JavaScript, C#",25,27,TensorFlow Developer,"Postman, VS Code, Git",Finance,Yes,8.34,India,Female,26
722,Robotics,Control Systems,Intermediate," $87,377.00 ","Cloud, TensorFlow, Algorithms","Kotlin, Rust",4,47,AWS Solutions Architect,"Postman, Kubernetes, MySQL",Retail,No,11.73,India,Male,56
723,Mobile Development,Android,Beginner," $98,283.00 ","Data Structures, Cloud, Cybersecurity","C++, Go",22,47,Kubernetes CKA,"MongoDB, Postman, Git",Retail,No,8.99,Australia,Female,19
724,Machine Learning,ML Engineering,Advanced," $94,336.00 ","Cybersecurity, TensorFlow, Kubernetes","Kotlin, Rust",22,32,Oracle DBA,"Postman, Kubernetes, Docker",Healthcare,No,2.11,India,Male,25
725,Database Engineering,Data Modeling,Advanced," $44,213.00 ","APIs, Kubernetes, Cybersecurity","Java, C#",11,72,AWS Solutions Architect,"PyTorch, Jira, MongoDB",Education,No,4.31,USA,Male,24
726,Web Development,Frontend,Advanced," $173,172.00 ","Docker, TensorFlow, Algorithms","Python, Go",11,65,Kubernetes CKA,"Git, Unity, PyTorch",Healthcare,No,4.04,USA,Male,56
727,Networking,Network Engineer,Intermediate," $58,199.00 ","Algorithms, Systems Design, TensorFlow","C#, Kotlin",3,33,Google Data Engineer,"Jira, Docker, MongoDB",Healthcare,No,5.84,Germany,Male,59
728,Embedded Systems,IoT Developer,Beginner," $64,472.00 ","Docker, PyTorch, Cloud","MATLAB, C++",4,36,TensorFlow Developer,"PyTorch, Unity, Kubernetes",Education,No,11.01,Germany,Male,33
729,Embedded Systems,Firmware Engineer,Beginner," $94,131.00 ","Problem Solving, Systems Design, PyTorch","MATLAB, SQL",25,48,TensorFlow Developer,"Kubernetes, Unity, Postman",Finance,Yes,6.37,UAE,Male,52
730,Artificial Intelligence,Robotics AI,Beginner," $172,473.00 ","Systems Design, Networks, TensorFlow","C++, Kotlin",27,84,CEH,"MySQL, Jira, VS Code",Manufacturing,No,4.77,India,Female,47
731,UI/UX,UX Researcher,Beginner," $59,611.00 ","Linux, PyTorch, Docker","Kotlin, Go",17,66,Azure Administrator,"Unity, Kubernetes, Docker",Finance,Yes,3.81,UK,Male,27
732,Mobile Development,Cross-platform,Beginner," $42,745.00 ","Cybersecurity, Cloud, Algorithms","SQL, JavaScript",13,46,Kubernetes CKA,"VS Code, Kubernetes, MongoDB",Finance,No,7.54,Australia,Male,55
733,IT Support,IT Operations,Beginner," $168,681.00 ","TensorFlow, Linux, APIs","Swift, Rust",31,53,Oracle DBA,"Jira, PyTorch, Kubernetes",Retail,Yes,3.41,Egypt,Male,35
734,Embedded Systems,Microcontrollers,Advanced," $133,574.00 ","Kubernetes, Cloud, PyTorch","Java, Go",33,44,Azure Administrator,"MongoDB, Git, TensorFlow",Education,No,9.62,Germany,Female,22
735,Embedded Systems,Microcontrollers,Beginner," $109,561.00 ","Networks, TensorFlow, Cybersecurity","Kotlin, Go",8,76,TensorFlow Developer,"MySQL, Postman, Kubernetes",Retail,Yes,5.4,India,Female,46
736,Machine Learning,Reinforcement Learning,Intermediate," $86,607.00 ","TensorFlow, APIs, Systems Design","Java, JavaScript",17,62,Oracle DBA,"TensorFlow, Git, VS Code",Manufacturing,Yes,8.46,UK,Male,56
737,Networking,Network Admin,Beginner," $92,870.00 ","Data Structures, APIs, Cloud","Go, Python",10,51,AWS Solutions Architect,"Jira, Kubernetes, Docker",Tech,Yes,10.93,India,Female,51
738,Cloud Computing,Cloud Support,Beginner," $67,606.00 ","TensorFlow, Data Structures, Linux","C#, Kotlin",26,91,CCNA,"Git, Kubernetes, TensorFlow",Tech,Yes,3.67,Egypt,Male,60
739,Database Engineering,Data Modeling,Intermediate," $130,306.00 ","Cloud, Systems Design, Networks","SQL, Rust",30,48,CEH,"Postman, TensorFlow, Git",Education,Yes,4.09,UK,Male,40
740,Embedded Systems,IoT Developer,Intermediate," $71,131.00 ","Problem Solving, Kubernetes, TensorFlow","C++, Kotlin",14,98,None,"Git, VS Code, MongoDB",Tech,No,2.13,Germany,Female,22
741,Data Science,BI Analyst,Advanced," $89,067.00 ","Linux, Problem Solving, Algorithms","Rust, Go",27,23,Azure Administrator,"PyTorch, TensorFlow, Docker",Finance,Yes,11.56,France,Male,47
742,Web Development,Backend,Advanced," $138,934.00 ","Problem Solving, Linux, Docker","Go, Swift",6,75,TensorFlow Developer,"Postman, Unity, Kubernetes",Healthcare,No,11.91,France,Female,23
743,Game Development,Unreal Developer,Advanced," $101,215.00 ","Cloud, Linux, Data Structures","Rust, Go",29,41,Oracle DBA,"Kubernetes, TensorFlow, MongoDB",Retail,No,5.34,Canada,Female,21
744,Web Development,Backend,Advanced," $178,731.00 ","Docker, Systems Design, Data Structures","Python, JavaScript",8,76,CCNA,"TensorFlow, MongoDB, Docker",Retail,Yes,8.04,UAE,Male,46
745,Networking,Systems Admin,Intermediate," $86,473.00 ","Data Structures, APIs, Docker","MATLAB, Swift",20,30,Oracle DBA,"MySQL, TensorFlow, VS Code",Retail,No,11.81,Canada,Male,40
746,Embedded Systems,Firmware Engineer,Advanced," $166,311.00 ","Data Structures, Problem Solving, TensorFlow","Kotlin, MATLAB",5,47,Oracle DBA,"MySQL, Postman, Jira",Tech,Yes,8.25,Egypt,Female,23
747,Artificial Intelligence,NLP,Intermediate," $72,430.00 ","Cybersecurity, Data Structures, PyTorch","C#, Java",25,73,None,"TensorFlow, Postman, Jira",Healthcare,Yes,6.43,Australia,Male,49
748,Blockchain,Smart Contracts,Advanced," $58,990.00 ","Kubernetes, Networks, PyTorch","Rust, SQL",32,65,Google Data Engineer,"Jira, Postman, MySQL",Tech,No,2.15,France,Male,59
749,Game Development,Game Designer,Advanced," $148,272.00 ","Networks, Cybersecurity, Docker","Go, Python",6,71,Oracle DBA,"Kubernetes, VS Code, Git",Tech,Yes,3.92,Germany,Male,35
750,Networking,Network Engineer,Advanced," $75,063.00 ","Docker, Cloud, Data Structures","SQL, C#",34,69,Azure Administrator,"MongoDB, Docker, Unity",Education,No,4.67,Canada,Female,32
751,Artificial Intelligence,Computer Vision,Advanced," $87,118.00 ","Algorithms, Networks, Docker","C#, Go",33,80,Oracle DBA,"Git, TensorFlow, MySQL",Retail,No,11.47,Egypt,Female,57
